BEST SUPPORTING ACTRESS,,
Viola Davis,0,Fences
Naomie Harris,0,Moonlight
Nicole Kidman,0,Lion
Octavia Spencer,0,Hidden Figures
Michelle Williams,0,Manchester by the Sea
