BEST DIRECTOR,,
Moonlight,New York Film Cirtics,0.4375
La La Land,DC Film Critics,0.4286
La La Land,Boston Film Critics,0.2353
La La Land,Las Vegas Critics,0.6471
La La Land,Houston Critics,0.375
La La Land,Critics Choice,0.5882
La La Land,Golden Globes,0.4706
Moonlight,LA Film Critics,0.1176
Moonlight,San Francisco Critics,0.2
Moonlight,Natrional Society of Film Critics,0.1765
La La Land,Golden Globes,0.4759
La La Land,Directos Guild,1.235
