BEST ANIMATED FEATURE,,
Zootopia,New York Film Cirtics,0.5
Kubo and the Two Strings,DC Film Critics,0.7143
Kubo and the Two Strings,Las Vegas Critics,0.5714
Kubo and the Two Strings,Houston Critics,0.75
Zootopia,Critics Choice,0.8
Zootopia,Golden Globes,0.7
Zootopia,Producers Guild,0.9545
The Red Turtle,San Francisco Critics,0.4
