Best Supporting Actor,,
Mahershala Ali,0,Moonlight
Jeff Bridges,0,Hell or High Water
Lucas Hedges,0,Manchester by the Sea
Dev Patel,0,Lion
Michael Shannon,0,Nocturnal Animals
