Best Foreign Language Film,
Blue Is the Warmest Colour,New York Film Critics
Blue Is the Warmest Colour,LA Film Critics
The Broken Circle Breakdown,DC Film Critics
Wadjda,Boston Film Critics
Blue Is the Warmest Colour,San Francisco Critics
Blue Is the Warmest Colour,Las Vegas Critics
The Hunt,Houston Critics
Blue Is the Warmest Colour,Critics Choice
The Great Beauty,Golden Globes
