Best Documentary Feature,
Stories We Tell,LA Film Critics
Blackfish,DC Film Critics
The Act of Killing,Boston Film Critics
The Act of Killing,San Francisco Critics
Blackfish,Las Vegas Critics
20 Feet from Stardom,Houston Critics
The Act of Killing,National Society of Film Critics
The Square,Directors Guild
