Best Adapted Screenplay,,
12 Years a Slave,DC Film Critics,0.428571429
12 Years a Slave,San Francisco Critics,0.2
Captain Phillips,Writers Guild,1.058823529
12 Years a Slave,Critics Choice,0.352941176
Before Midnight,LA Film Critics,0.294117647
12 Years a Slave,Houston Critics,0.75
Before Midnight,Natrional Society of Film Critics,0.352941176
