BEST ACTOR,,
Matt Damon,Golden Globes,0.5882
Leonardo DiCaprio,DC Film Critics,0.3571
Leonardo DiCaprio,Boston Film Critics,0.4706
Leonardo DiCaprio,Las Vegas Critics,0.4118
Michael Fassbender,Houston Critics,0.375
Leonardo DiCaprio,Critics Choice,0.7647
Leonardo DiCaprio,Golden Globes,0.5882
Leonardo DiCaprio,Screen Actors Guild,1.235
Michael Fassbender,LA Film Critics,0.3529
