BEST SUPPORTING ACTOR,,
Mark Rylance,New York Film Cirtics,0.352941176
Mark Rylance,Boston Film Critics,0.352941176
Mark Rylance,Natrional Society of Film Critics,0.235294118
Sylvester Stallone,Las Vegas Critics,0.529411765
Sylvester Stallone,Critics Choice,0.529411765
Sylvester Stallone,Golden Globes,0.764705882
Tom Hardy,Houston Critics,0.75
