BEST ACTOR,,
Bryan Cranston,0,Trumbo
Matt Damon,0,The Martian
Leonardo DiCaprio,0,The Revenant
Michael Fassbender,0,Steve Jobs
Eddie Redmayne,0,The Danish Girl
