Best Supporting Actor,
Robert Duvall,The Judge
Ethan Hawke,Boyhood
Edward Norton,Birdman or (The Unexpected Virtue of Ignorance)
Mark Ruffalo,Foxcatcher
J.K. Simmons,Whiplash
