Best Original Score,
Under the Skin,LA Film Critics
Inherent Vice ,LA Film Critics
Under the Skin,DC Film Critics
Inherent Vice,Boston Film Critics
Birdman or (The Unexpected Virtue of Ignorance),Las Vegas Critics
The Grand Budapest Hotel,Houston Critics
Birdman or (The Unexpected Virtue of Ignorance),Critics Choice
The Theory of Everything,Golden Globes
