Best Original Song,,
Everything Is Awesome,0,The Lego Movie
Glory,0,Selma
Grateful,0,Beyond the Lights
I'm Not Gonna Miss You,0,Glen Campbell I'll Be Me
Lost Stars,0,Begin Again
